,author,books
640,Arthur  Miller,"[12222, 12896, 12898, 17250, 17256, 38752, 38755, 38756, 38761, 38762]"
641,Arthur Agatston,[38175]
642,Arthur Bennett,[40490]
643,Arthur Byron Cover,[47051]
644,Arthur C. Clarke,"[8909, 32833, 35811, 35813, 35814, 35815, 35816, 36128, 40281, 41144, 34523]"
645,Arthur Conan Doyle,"[3581, 3582, 3583, 3585, 3588, 3595, 3597, 3600, 4465, 4470, 8660, 8661, 8662, 8921, 8922, 8924, 8927, 10147, 10148, 10150, 16593, 18942, 40022, 40023]"
646,Arthur Cooper,[5989]
647,Arthur Doye,[37996]
648,Arthur Edward Waite,[11383]
649,Arthur G. Chater,"[6218, 6226, 6227]"
650,Arthur Golden,"[929, 930, 931, 932, 933, 936, 11380, 22277, 22278]"
651,Arthur Goldhammer,"[11993, 16618]"
652,Arthur H. Miller,[47658]
653,Arthur H. Samuelson,[17692]
654,Arthur Herzog III,[40180]
655,Arthur J. Roth,"[1931, 27025]"
656,Arthur Knodel,[13275]
657,Arthur Koestler,"[30671, 30672, 30673, 30675, 30676, 30677, 30678, 30679]"
658,Arthur M. Schlesinger Jr.,"[23307, 34191, 36904, 42525]"
659,Arthur Machen,[23596]
660,Arthur Morey,[22292]
661,Arthur Naiman,"[12627, 38344]"
662,Arthur Nersesian,[25148]
663,Arthur P. Yin,[26229]
664,Arthur Phillips,[28886]
665,Arthur Plotnik,[38524]
666,Arthur Pober,"[3004, 7740, 19347, 19370, 34992, 35226, 38647, 43039]"
667,Arthur Rackham,"[22914, 32509, 37716, 42036, 46306]"
668,Arthur Raleigh Humphreys,[32401]
669,Arthur S. Wensinger,[32561]
670,Arthur Schopenhauer,"[19506, 19510, 19511, 21182, 21185]"
671,Arthur Waley,[27316]
672,Arthur Yorinks,[20962]
673,Artists and Writers Guild,[6677]
674,Arto Häilä,[41689]
675,Arturo Pérez,"[11022, 11027, 11031, 11033, 45384, 45806, 45810]"
676,Arundhati Roy,"[9771, 9777, 37819]"
677,Ashley Gardner,[27269]
678,Ashley Rice,[46610]
679,Ashley Shannon,[25027]
680,Ashley Wood,[14179]
681,Astre Mithrandir,[15877]
682,Astrid Lindgren,"[19301, 19302, 19307, 19308, 19311, 19312, 19313, 19314, 19315, 19316, 19318, 19319, 42308, 42316, 42318, 42320, 42329, 42330]"
683,Athena Nibley,"[46906, 46908, 46911]"
684,Attard,[15846]
685,Atul Gawande,[4477]
686,Aubrey Williams,[44866]
687,Aubrey de Sélincourt,"[1362, 1363, 1366, 40003]"
688,Audre Lorde,[32951]
689,Audrey Niffenegger,"[14046, 14050, 14966, 15137, 15138]"
690,Audrey Penn,[18419]
691,August Derleth,"[32768, 32774, 36315, 36320]"
692,August Wilson,[24749]
693,Augusten Burroughs,"[4434, 4435, 4436, 23341, 32370]"
694,Augustine of Hippo,"[1681, 1684, 1685, 1692, 1693, 1698, 1707, 25672, 25673, 26189, 27674, 27923, 27924, 30836]"
695,Aurelie Sheehan,[46964]
696,Aurelio Voltaire,[19393]
697,Aurora Bernárdez,[46252]
698,Aurora Echevarría,[27092]
699,Aury Wallington,[38277]
700,Austin Tichenor,[42055]
701,Avatar Polymorph,[36822]
702,Avi,"[2937, 24297, 24300, 24304, 24305]"
703,Avigdor Kahalani,[34657]
704,Avrahm Yarmolinsky,[13241]
705,Avram Davidson,"[6437, 41119]"
706,Axel Merz,[4224]
707,Ayako Watanabe,[7050]
708,Ayelet Waldman,[46230]
709,Aylmer Maude,"[156, 656, 17697, 42641]"
710,Ayn Rand,"[662, 663, 664, 665, 667, 668, 669, 670, 2112, 2113, 2122, 9361, 9362, 9363, 9365, 43027]"
711,Azar Nafisi,"[7603, 7610, 9839, 25866, 25869]"
712,Azzedine Haddour,[30517]
713,B. Deutsch,[12424]
714,B. Fernandez,[37163]
715,B. Litt,[7011]
716,B.B. Rogers,[2022]
717,B.C.J.G. Knight,[14679]
718,B.J. McCall,[35061]
719,B.K. Beckwith,[15740]
720,B.M. Mooyart,[5511]
721,Babette Rothschild,[35329]
722,Babette Smith,[44321]
723,Babrius,[1331]
724,Bagram Ibatoulline,[37186]
725,Baillie Tolkien,[7331]
726,Bambi Eloriaga,[14143]
727,Barack Obama,"[9742, 10382, 42855]"
728,Barb Jernigan,[20932]
729,Barbara  Newman,[9148]
730,Barbara A. Mowat,"[1622, 12944, 12957, 12980, 13002, 13007, 17246, 18135, 24125, 24128, 32396, 32398, 32514, 37526, 42060]"
731,Barbara A. Turner,[29967]
732,Barbara Ann Brennan,[18420]
733,Barbara Berst Adams,[29632]
734,Barbara Bray,"[275, 278, 281, 20420, 20423, 40464, 45529, 45530, 45533]"
735,Barbara Bretton,[6876]
736,Barbara Caruso,"[8134, 24707, 41968]"
737,Barbara Cleverly,[40460]
738,Barbara Cohen,[10814]
739,Barbara Coloroso,[43273]
740,Barbara Conklin,"[42166, 42797, 42798, 42802]"
741,Barbara Cooney,[7914]
742,Barbara Davilman,[14176]
743,Barbara Delaplace,[20932]
744,Barbara E. Martin,[36664]
745,Barbara Ehrenreich,"[1869, 24450, 24455, 24457]"
746,Barbara Fairchild,[3886]
747,Barbara Hambly,"[17026, 36317]"
748,Barbara Haworth,[15846]
749,Barbara Johnson,[47173]
750,Barbara Kerley,[45292]
751,Barbara Kiefer Lewalski,"[47163, 47168, 47174]"
752,Barbara Kingsolver,"[5220, 7244, 7246, 14248, 14249, 14250, 14256, 25460, 30868]"
753,Barbara Leonie Picard,[24666]
754,Barbara M. Walker,[8298]
755,Barbara Nadel,"[32121, 32122, 32124, 32125]"
756,Barbara Park,"[1167, 5458, 13876]"
757,Barbara Reynolds,"[32812, 38153]"
758,Barbara Richard,[39035]
759,Barbara Siegel,[28539]
760,Barbara Smuts,[6197]
761,Barbara T. Cooper,[10559]
762,Barbara Taylor Bradford,"[8155, 8162]"
763,Barbara W. Tuchman,"[11366, 11368, 37572]"
764,Barbara Weiden Boyd,[1391]
765,Barbara Wood,"[45900, 45901, 45915]"
766,Barbara Wright,"[28369, 28371, 28372, 28375]"
767,Bard E. O'Neill,[45019]
768,Bard Thompson,[45025]
769,Barnes,[22547]
770,Barney Tobey,[28350]
771,Barrett Whitener,"[24268, 45549]"
772,Barrie D. Coate,[9083]
773,Barrington Moore Jr.,[22483]
774,Barron's,[5111]
775,Barry  Lopez,"[16878, 16879]"
776,Barry  Smith,[31882]
777,Barry Avrich,[47021]
778,Barry Chubin,[34706]
779,Barry Day,[18021]
780,Barry Denenberg,[22224]
781,Barry Eisler,[1218]
782,Barry Glassner,[41231]
783,Barry Hughart,[15177]
784,Barry M. Andrews,[16898]
785,Barry Menikoff,[20408]
786,Barry Miles,"[6298, 7437, 23943]"
787,Barry Moser,"[15004, 19163, 19171, 38300]"
788,Barry N. Malzberg,"[20932, 47580]"
789,Barry Pateman,[12618]
790,Barry R. Cournoyer,[171]
791,Barry Schwartz,[10639]
792,Barry Yourgrau,[37365]
793,Barry Z. Posner,[1246]
794,Bart D. Ehrman,[4251]
795,Bart G. Farkas,[30992]
796,Bart King,[11047]
797,Barthe DeClements,"[39784, 39785]"
798,Bartholomew Gill,[43045]
799,Bartle Bull,[46090]
800,Barton Zwiebach,[17360]
801,Baruch Spinoza,[3493]
802,Basil Creighton,[16631]
803,Basil Mahon,[29442]
804,Basil Pao,[40859]
805,Basilio Losada,[28860]
806,Be,"[26237, 26240]"
807,Beatrice Masini,[43508]
808,Beatrice Sparks,"[46799, 46800]"
809,Beatrix Potter,"[19321, 19322, 19323, 19326, 19327, 19331, 19333, 19336, 19337]"
810,Beau Bridges,"[21928, 21930, 21933]"
811,Bebe Moore Campbell,[11900]
812,Becky Ann Baker,[10587]
813,Behrendt),[33353]
814,Beith,[237]
815,Belva Plain,[16739]
816,Ben Avery,[13501]
817,Ben Bova,"[21245, 21624, 41119, 43044]"
818,Ben Carson,[18422]
819,Ben Counter,[31644]
820,Ben Edwin Perry,[1331]
821,Ben Elton,"[8826, 8828, 8829, 8830, 8834]"
822,Ben Gibson,[525]
823,Ben Karlin,[706]
824,Ben Katchor,[9831]
825,Ben M. Baglio,[19043]
826,Ben Marcus,[17876]
827,Ben Mezrich,[4144]
828,Ben Mikaelsen,[5974]
829,Ben Ohlander,"[13988, 14002]"
830,Ben Oliver,[31978]
831,Ben R. Kaplan,[38230]
832,Ben Schoen,[15867]
833,Ben Schott,[40700]
834,Ben Shahn,[32741]
835,Ben Templesmith,[43722]
836,Ben Wasson,[17178]
837,Benjamin Beard,[2495]
838,Benjamin Chaud,[21107]
839,Benjamin Cheever,[46206]
840,Benjamin DeMott,"[3088, 27624, 31548]"
841,Benjamin F. Fisher,[32552]
842,Benjamin James Sadock,[38228]
843,Benjamin Jowett,"[1334, 3167, 3231, 9462, 29905, 29907, 30575]"
844,Benjamin Kunkel,[29425]
845,Benjamin L Darcie,[22586]
846,Benjamin L. Darcie,[22586]
847,Benjamin Lebert,"[32382, 32384]"
848,Benjamin Martinez,[28862]
849,Bennett,[13484]
850,Bennett Cerf,[14467]
851,Bentley Little,[4341]
852,Berlitz Publishing Company,[17506]
853,Bernard Bador,[41495]
854,Bernard Cohen,[19587]
855,Bernard Cornwell,"[21874, 21895, 21906, 29395, 37299]"
856,Bernard DeVoto,"[10802, 37813]"
857,Bernard Frechtman,[21119]
858,Bernard Goldberg,[18474]
859,Bernard Knox,"[1371, 1375, 1381, 1542, 1559, 1718, 12912]"
860,Bernard Lewis,[27577]
861,Bernard Malamud,"[685, 3066, 3067, 3068, 3072, 13320, 14084, 31253]"
862,Bernard Murchland,[14409]
863,Bernard S. Cohn,[505]
864,Bernard Stambler,[38762]
865,Bernard Taper,[37272]
866,Bernard Williams,"[5595, 5598, 5599]"
867,Bernardo Atxaga,[46184]
868,Bernd Matzkowski,[10013]
869,Bernhard Robben,[25424]
870,Bernhard Schlink,"[4208, 5194]"
871,Bernice Kert,[10787]
872,Bernie Wrightson,"[4978, 11580, 32680]"
873,Bert G. Hornback,[31472]
874,Berta Conill,[45732]
875,Berta Platas,[37750]
876,Beryl Bainbridge,[43594]
877,Beryl Markham,"[1624, 37282]"
878,Bessie Head,[28278]
879,Beth A. Jones,[39201]
880,Beth Anne Royer,[46610]
881,Beth Chaplin,[787]
882,Beth Cuthand,[484]
883,Beth Dunfey,[23300]
884,Beth Hensperger,[10416]
885,Beth Kendrick,[37750]
886,Beth Moore,[26666]
887,Bethany Roberts,"[33615, 33633]"
888,Betina Ogden,[41460]
889,Betsy Lewin,"[4601, 4602]"
890,Bette Greene,"[18579, 18584, 18587]"
891,Better Homes and Gardens,"[38992, 41044]"
892,Bettina Blanch Tyroller,"[10585, 13446]"
893,Betty  Smith,"[14889, 14891]"
894,Betty David,[10996]
895,Betty Friedan,[38723]
896,Betty Jay,[45194]
897,Betty Lehan Harragan,[34237]
898,Betty MacDonald,"[23770, 25051, 25052, 25053, 25055, 25056]"
899,Betty Mahmoody,[43255]
900,Betty McCollum,[21173]
901,Betty Neels,[43287]
902,Betty Radice,[40003]
903,Betty Schwartz,[31489]
904,Bev Vincent,[10597]
905,Beverley Butcher,[12446]
906,Beverly Cleary,"[93, 13170, 13172]"
907,Beverly Daniel Tatum,[16280]
908,Bianca Southwood,[15887]
909,Biel Mesquida,[23155]
910,Bill  Bryson,[42880]
911,Bill  Carter,[14720]
912,Bill Basso,[47315]
913,Bill Bettencourt,[1197]
914,Bill Brittain,[3638]
915,Bill Brown,"[24315, 24316]"
916,Bill Bryson,"[21, 22, 23, 24, 25, 26, 27, 28, 29, 3870, 5088, 5089, 9789, 9791, 10539, 10541, 20241, 29518, 42876, 42878, 42882, 42883, 42884, 42885, 42887, 42888, 42889, 42891, 42895]"
917,Bill Buford,[33464]
918,Bill Clinton,"[18699, 18700]"
919,Bill Cosby,"[5202, 5209, 5212]"
920,Bill Dodge,[11021]
921,Bill Farrel,[42604]
922,Bill Fawcett,[5396]
923,Bill Gardner,[650]
924,Bill Hybels,"[44399, 44408, 44433]"
925,Bill Irwin,[6925]
926,Bill Maher,"[32939, 32941, 32942]"
927,Bill Miller,[1130]
928,Bill Moyers,[35519]
929,Bill Nichols,[14487]
930,Bill O'Hanlon,[46979]
931,Bill Phillips,"[1120, 1123]"
932,Bill Pittman,[36681]
933,Bill Plaschke,[31960]
934,Bill Potter,[6156]
935,Bill Pronzini,"[32609, 43623]"
936,Bill Richardson,[18190]
937,Bill Robertie,"[834, 835]"
938,Bill Sienkiewicz,"[3986, 40451, 40452]"
939,Bill Veeck,[31253]
940,Bill Watterson,"[24494, 24810, 24812, 24813, 24814, 24815, 24816, 24817, 24818, 24819, 24820, 26554, 26555, 26556, 26557, 26558, 43070]"
941,Bill Willingham,"[21322, 21324, 21325, 21326, 21327, 21328, 21329, 21330, 21341]"
942,Bill Wittliff,[41217]
943,Billie Letts,[5168]
944,Billy Collins,"[676, 24400, 24403, 24404, 24406, 24517, 39690]"
945,Billy Crystal,"[10939, 10943]"
946,Billy Goldberg,[6611]
947,Billy Merrell,[23229]
948,Billy Mills,[15930]
949,Billy Wilder,[11473]
950,Bindia Thapar,[31762]
951,Binjamin W. Segel,[27971]
952,Birgit Brandau,[19792]
953,Black Elk,[35476]
954,Blaine M. Yorgason,[20174]
955,Blair Brown,"[7674, 32498]"
956,Blair Lent,[24890]
957,Blaise Pascal,[18202]
958,Blake Cahoon,[20932]
959,Blake Morrison,"[8810, 19225]"
960,Blake Nelson,"[17015, 41659, 41661, 41662, 41663, 41664, 41665, 41666, 41851]"
961,Blake Nevius,"[14616, 38288]"
962,Blanca Ríos,[19316]
963,Bob      Smith,[12994]
964,Bob Blaisdell,"[20547, 30475, 36399]"
965,Bob Callahan,[450]
966,Bob Carrau,[35451]
967,Bob Colacello,[9920]
968,Bob Cullen,[27991]
969,Bob Drury,[42556]
970,Bob Dylan,"[14318, 14319]"
971,Bob Haney,[35896]
972,Bob Harvey,[1970]
973,Bob Hines,"[27343, 27347]"
974,Bob Lappan,"[22060, 22061]"
975,Bob Madgic,[34662]
976,Bob Marley,[44972]
977,Bob Mayer,[33736]
978,Bob McCabe,[24566]
979,Bob McLeod,[32353]
980,Bob Newhart,[5625]
981,Bob Phillips,[36244]
982,Bob Shaw,[41117]
983,Bob Spitz,[35539]
984,Bob Tarte,[43074]
985,Bob Walters,[17067]
986,Bob Woodward,"[27507, 27511, 27514, 27515]"
987,Bobbi Smith,[23777]
988,Bobby Baldwin,[16572]
989,Bobby Flay,[1197]
990,Bobby Henderson,[44185]
991,Bodhi Fishman,[42676]
992,Bodie Thoene,[30053]
993,Boethius,"[31837, 31924]"
994,Boniface Ramsey,"[1707, 27674]"
995,Bonifacio del Carril,[15707]
996,Bonnie Burton,[35424]
997,Bonnie Kime Scott,[7590]
998,Bonnie Lisle,[700]
999,Bonnie Mackain,[4947]
1000,Bonnie Timmons,"[8598, 21089]"
1001,Borde,[8712]
1002,Borden Deal,[10370]
1003,Boris Pasternak,"[12424, 12427]"
1004,Boris Vian,[28377]
1005,Bowie V. Ibarra,[46723]
1006,Brad Inwood,[9462]
1007,Brad Leithauser,[6217]
1008,Brad Meltzer,[26085]
1009,Brad Thor,"[7520, 33672, 40710]"
1010,Brad Walker,[35047]
1011,Brady Games,"[25875, 25879, 25880]"
1012,Bram Stoker,"[17236, 17238, 17241, 17243, 17245, 33532, 35819, 35822]"
1013,Brandon Badeaux,[35462]
1014,Brandon Geist,[32490]
1015,Brandon Mull,[44652]
1016,Brant Von Hoffman,[5681]
1017,Brantley Johnson,[7127]
1018,Brenda Cooper,[13988]
1019,Brenda G. Bare,[41071]
1020,Brenda Jackson,[42300]
1021,Brenda Joyce,"[13365, 30039, 44821]"
1022,Brenda K. Marshall,[7598]
1023,Brenda Novak,[22690]
1024,Brenda Walpole,[4014]
1025,Brendan Connell,[43437]
1026,Brendan DuBois,"[21703, 43338]"
1027,Brendan Frayne,"[13719, 13720, 13722, 13724]"
1028,Brendan Gill,"[44451, 44458, 46231]"
1029,Brendan Hay,[706]
1030,Brendan Sainsbury,[10423]
1031,Brent Hoff,[43438]
1032,Brenton G. Yorgason,[20174]
1033,Breon Mitchell,[17692]
1034,Bret Easton Ellis,"[4021, 4023, 4031, 9912, 9913, 9914, 9915, 9918, 26009, 26010, 26012, 28676, 45749, 45750, 45753, 45754]"
1035,Bret Norris,[33002]
1036,Brett Atkinson,[40634]
1037,Brett Booth,"[13871, 30288, 43905]"
1038,Brett Hartinge,[13832]
1039,Brian  Doyle,[16580]
1040,Brian  Nelson,[28413]
1041,Brian  Phillips,[33197]
1042,Brian  Wood,[36319]
1043,Brian Ajhar,"[42714, 42728]"
1044,Brian Antoni,[13069]
1045,Brian Azzarello,[30206]
1046,Brian Bolland,[21322]
1047,Brian Boyd,"[7806, 7807, 8149, 8150]"
1048,Brian Braithwaite,[45420]
1049,Brian Campbell,[41576]
1050,Brian Ching,[35427]
1051,Brian Copeland,[35474]
1052,Brian D. McLaren,"[37986, 43979, 44439, 44442, 44481]"
1053,Brian Doherty,[38640]
1054,Brian Floca,[24304]
1055,Brian Froud,"[47708, 47709]"
1056,Brian Greene,"[771, 14700, 22434, 22435, 22436, 22438]"
1057,Brian Hall,[44215]
1058,Brian Herbert,"[107, 110, 661, 20249, 20250, 20252, 20253, 42434]"
1059,Brian Hinshaw,[46610]
1060,Brian Hodge,[47580]
1061,Brian Hooker,[18534]
1062,Brian J. Robb,[45822]
1063,Brian Jacques,"[7974, 7975, 7983, 7987, 7996, 7997, 7998, 8001, 8004]"
1064,Brian James,[23229]
1065,Brian James Freeman,[10597]
1066,Brian Johnston,[37698]
1067,Brian K. Vaughan,"[7389, 43612]"
1068,Brian Kilcommons,[46679]
1069,Brian L. Weiss,[34452]
1070,Brian Lumley,[36320]
1071,Brian M. Sammons,"[33491, 33493]"
1072,Brian McNaughton,[33501]
1073,Brian Michael Bendis,"[21280, 21320, 21321]"
1074,Brian Murdoch,[42914]
1075,Brian P. Flannery,"[27812, 27819]"
1076,Brian Rotman,[16677]
1077,Brian Ruuska,[46610]
1078,Brian Selznick,"[40081, 45292]"
1079,Brian Sibley,"[7340, 7351, 15239, 15306, 15330, 16547]"
1080,Brian Stableford,"[20929, 32828]"
1081,Brian Stone,[2706]
1082,Brian Tracy,[39077]
1083,Brian Troxell,[11162]
1084,Brian Unger,[41464]
1085,Brian W. Aldiss,"[6437, 40281, 41089, 41117]"
1086,Brian Yoon,[25810]
1087,Bridget Jones,[33919]
1088,Brigid Avison,[4108]
1089,Brigitte Lefevre,[9203]
1090,Brion Gysin,[23945]
1091,Bris Gonzague,[32833]
1092,Brittiany A. Koren,[20929]
1093,Brock Thoene,[30053]
1094,Brooke Allen,[11373]
1095,Brooks Atkinson,[38762]
1096,Broughton Coburn,[18561]
1097,"Brown, Son & Ferguson",[34889]
1098,Bruce Alvin King,[5863]
1099,Bruce Arnold,[23315]
1100,Bruce Bethke,[38717]
1101,Bruce Campbell,[34548]
1102,Bruce Catton,"[7093, 7096, 7098, 44269]"
1103,Bruce Coville,"[16542, 18134, 24124]"
1104,Bruce Cumings,[39433]
1105,Bruce Degen,"[34153, 34154]"
1106,Bruce E. Bursten,[17412]
1107,Bruce Edward Walker,[11222]
1108,Bruce Feiler,[31968]
1109,Bruce Fogle,[34399]
1110,Bruce H. Wilkinson,[3635]
1111,Bruce Harbert,[1685]
1112,Bruce Holland Rogers,"[20934, 28468, 29185]"
1113,Bruce Kuklick,[28819]
1114,Bruce L. Edwards,[30635]
1115,Bruce Patton,[14016]
1116,Bruce R. Reichenbach,[27597]
1117,Bruce Rogers,[13832]
1118,Bruce Spizer,[35561]
1119,Bruce Sterling,"[22323, 32843, 41089]"
1120,Bryan Collier,[39106]
1121,Bryan Hitch,[43747]
1122,Bryan J.L. Glass,[43915]
1123,Bryan Lee O'Malley,[29800]
1124,Bryan Magee,"[23257, 23258, 23261]"
1125,Bryan Sykes,"[6987, 6992]"
1126,Bryan Talbot,"[21329, 25102, 25106]"
1127,Bryan W. Van Norden,[31864]
1128,Bryce Courtenay,"[122, 123, 2338, 2340, 2343, 11896, 14355]"
1129,Buchi Emecheta,[33464]
1130,Buck Schirner,[21543]
1131,Budd Schulberg,[38762]
1132,Burkhart Kroeber,"[9808, 23079, 23082]"
1133,Burt Reynolds,[21581]
1134,Burton G. Malkiel,"[26075, 26079]"
1135,Burton Pike,[16640]
1136,Burton Raffel,"[14664, 14665, 19179, 33185]"
1137,Butch Patrick,[28631]
1138,Buzz Aldrin,[13762]
1139,Buzz Bissinger,[31960]
1140,C. Hassell Bullock,[13276]
1141,C. Michael Dudash,"[2988, 17544]"
1142,C. Patrick Doncaster,[7277]
1143,C. Thomas Wass,[27798]
1144,C. Vann Woodward,[17178]
1145,C.B. Mordan,[9826]
1146,C.D. Payne,"[10050, 40863]"
1147,C.D.B. Bryan,[26821]
1148,C.D.C. Reeve,"[1338, 9438, 9462, 30294]"
1149,C.E. Murphy,"[14013, 26689, 26690]"
1150,C.F. Smith,"[1440, 1444, 1459]"
1151,C.H. Sisson,[32811]
1152,C.J. Cherryh,"[18155, 21627, 29161, 40281]"
1153,C.J. Critt,"[5205, 6541, 16043, 40338, 40339, 40360]"
1154,C.J. Friedrich,[25241]
1155,C.J. Henderson,[36507]
1156,C.J. Rowe,"[1328, 1351, 9462]"
1157,C.K. Scott Moncrieff,"[9484, 12753, 12754, 18795, 18796, 18797, 18800, 18801, 18804, 28395, 35750, 44613]"
1158,C.L. Moore,[41117]
1159,C.M. Kornbluth,"[41117, 41605]"
1160,C.P. Otero,[12646]
1161,C.S. Friedman,"[33835, 36157, 36158, 36159, 36160, 36161, 36162]"
1162,C.S. Harris,[39149]
1163,C.S. Lewis,"[11127, 11129, 11130, 11134, 11136, 11137, 11138, 11144, 11146, 11149, 11154, 13853, 13857, 17267, 17334, 17341, 17344, 18132, 18753, 25350, 26435, 28868, 29806, 30616, 30622, 30626, 30629, 30633, 30634, 30636, 30639, 30643, 37684, 37685, 37686, 37690, 38656, 45607, 45610, 45615, 45616, 45617, 45619, 45623, 45624, 45625, 45626, 45627, 34523]"
1164,C.W. Anderson,[13706]
1165,C.W. Scott,[32810]
1166,CLAMP,"[13568, 13569, 13570, 13571, 13573, 13574, 13575, 13576, 13577, 13578, 13579, 13580, 13583, 13584, 13585, 13586, 13587, 27023, 31983, 31985]"
1167,Cait London,"[3479, 35880, 35882, 35886, 35888]"
1168,Caitlin Brennan,[34672]
1169,Caitlin R. Kierman,[37365]
1170,Caitlín R. Kiernan,[33501]
1171,Caldwell B. Esselstyn Jr.,[33973]
1172,Caleb Carr,"[32831, 32844, 40024]"
1173,Cam Terwilliger,[46610]
1174,Camellia Panjabi,[31573]
1175,Cameron Sinclair,[44131]
1176,Cameron Stewart,[22354]
1177,Camila Batlles,"[31344, 43779, 45749]"
1178,Camille Cauti,[5896]
1179,Camille Kingsolver,[25460]
1180,Camino Estañ Requeni,[30432]
1181,Campbell Scott,"[10593, 12683]"
1182,Candace Bushnell,"[6613, 6614, 6615]"
1183,Candace Schuler,[22888]
1184,Candace Ward,"[33538, 36397, 36402]"
1185,Candida Höfer,[10529]
1186,Canon  Doyle,[7590]
1187,Cappadona,[28021]
1188,Cara Black,[40437]
1189,Cara Lockwood,[37750]
1190,Cara Williams,[5835]
1191,Carl Barks,[5316]
1192,Carl Bode,[16897]
1193,Carl Dennis,[39690]
1194,Carl Ellis,[45350]
1195,Carl F. Hovde,[2390]
1196,Carl F.H. Henry,[22495]
1197,Carl Gustav Horn,"[2058, 35878]"
1198,Carl Hiaasen,"[13060, 13061, 13062, 13064, 13065, 13066, 13067, 13068, 13069, 13074, 13075, 13076, 13079, 13083, 39959, 39960]"
1199,Carl Joachim Friedrich,[26407]
1200,Carl Jung,"[31611, 34199]"
1201,Carl Plasa,[37625]
1202,Carl Sagan,"[17349, 17351, 32276]"
1203,Carl Sandburg,"[31253, 39690]"
1204,Carl Senna,[20531]
1205,Carl Zimmer,[22485]
1206,Carla Jungquist,[23835]
1207,Carla Kaplan,"[12408, 38476]"
1208,Carla Lynn Stockton,[1437]
1209,Carlene Fredericka Brennen,[4642]
1210,Carlo C. DiClemente,[46680]
1211,Carlo Capararo,[13916]
1212,Carlo Pagetti,[2493]
1213,Carlos A. Schwantes,[12086]
1214,Carlos Alberto Gardini,[3938]
1215,Carlos Alberto Nunes,[47141]
1216,Carlos Braga,[1207]
1217,Carlos Castaneda,"[12840, 12841, 12842, 12843, 12844, 12845, 12846, 12847]"
1218,Carlos Fortea,[31007]
1219,Carlos Fuentes,"[3840, 12764, 12765, 37567, 38786, 38792]"
1220,Carlos García Gual,[3224]
1221,Carlos Garzon,[22355]
1222,Carlos L. Dews,[45785]
1223,Carlos Marighella,[5838]
1224,Carlos Martín Ramírez,[5809]
1225,Carlos Meglia,[33029]
1226,Carlos Milla Soler,"[3918, 27618]"
1227,Carlos Puerto,[45686]
1228,Carlos Ruiz Zafón,"[1232, 4218, 4515, 4516, 4518, 4520, 4524, 9529]"
1229,Carme Camps Monf,[36340]
1230,Carmelina Payá,[11071]
1231,Carmen Elena Mitchell,[38277]
1232,Carmen Zapata,[22993]
1233,Carol Adrienne,[31222]
1234,Carol Belanger Grafton,[39899]
1235,Carol Bloom Stevens,[22017]
1236,Carol Brown Janeway,[5194]
1237,Carol C. Haber,[10996]
1238,Carol Christensen,"[6951, 6952]"
1239,Carol Cosman,"[2186, 15680]"
1240,Carol Dommermuth,[497]
1241,Carol Drinkwater,[38835]
1242,Carol Emshwiller,[44328]
1243,Carol Heyer,[639]
1244,Carol Higgins Clark,"[16254, 41486, 41489, 43331, 43344]"
1245,Carol Howard,[1893]
1246,Carol Kolb,[4346]
1247,Carol Lee,[9184]
1248,Carol Lloyd,[43278]
1249,Carol Marinelli,[7400]
1250,Carol McGreal,[5316]
1251,Carol Phillips,[24298]
1252,Carol Rondou,[20934]
1253,Carol Ryrie Brink,"[7934, 7938]"
1254,Carol Shields,"[11801, 20348, 31678, 45037]"
1255,Carol Stock Kranowitz,"[25349, 25359, 29227]"
1256,Carol T. Christ,"[45066, 47163, 47168, 47174]"
1257,Carole Marsh,"[26296, 26298, 26301]"
1258,Carole Matthews,[33723]
1259,Carole Nelson Douglas,[15773]
1260,Carolina Hospital,[13069]
1261,Caroline Austen,[31669]
1262,Caroline B. Cooney,"[19469, 21187, 21188, 21191, 21194, 44881]"
1263,Caroline Denzler,[9143]
1264,Caroline Fitzgerald,[27368]
1265,Caroline Kettlewell,[47067]
1266,Caroline Preston,[10846]
1267,Caroline Sharp,[23206]
1268,Carolly Erickson,[10105]
1269,Carolyn Bain,[38240]
1270,Carolyn Brown,[24089]
1271,Carolyn Dewald,[1365]
1272,Carolyn G. Heilbrun,[6138]
1273,Carolyn Haywood,"[7941, 7945, 7946]"
1274,Carolyn Keene,"[32974, 32975, 32977, 32978, 32979, 32980, 32981, 32982, 35846, 35848]"
1275,Carolyn Korsmeyer,[31882]
1276,Carolyn L. Gegor,[15603]
1277,Carolyn McCarthy,[15731]
1278,Carolyn McCormick,[6540]
